sigma,lambda,sse_rel,rmse_rel,mae_rel,bias_rel
0.1175,0.035,55.54091740316159,0.917348925743664,0.8993171651489219,-0.8993171651489219
0.118,0.035,55.51752569876259,0.9171557293063339,0.8991059657660971,-0.8991059657660971
0.1185,0.035,55.49403316079639,0.9169616590973096,0.8988937663560845,-0.8988937663560845
0.119,0.035,55.47043972120492,0.9167667139992836,0.8986805658856145,-0.8986805658856145
0.1195,0.035,55.44674531149451,0.9165708928878937,0.8984663633179156,-0.8984663633179156
0.12,0.035,55.42294986276037,0.9163741946319082,0.8982511576128661,-0.8982511576128661
0.1205,0.035,55.39905330571031,0.9161766180934031,0.8980349477271392,-0.8980349477271392
0.121,0.035,55.37505557068827,0.9159781621279389,0.8978177326143453,-0.8978177326143453
0.1215,0.035,55.35095658769731,0.9157788255847332,0.8975995112251701,-0.8975995112251701
0.122,0.035,55.32675628642215,0.9155786073068284,0.8973802825075095,-0.8973802825075095
0.1225,0.035,55.30245459625131,0.9153775061312576,0.8971600454066004,-0.8971600454066004
0.123,0.035,55.27805144629892,0.9151755208892074,0.896938798865149,-0.896938798865149
0.1235,0.035,55.25354676542607,0.9149726504061769,0.8967165418234552,-0.8967165418234552
0.124,0.035,55.228940482261855,0.9147688935021343,0.8964932732195333,-0.8964932732195333
0.1245,0.035,55.20423252522392,0.9145642489916691,0.896268991989231,-0.896268991989231
0.125,0.035,55.17942282253885,0.9143587156841445,0.8960436970663449,-0.8960436970663449
0.1255,0.035,55.15451130226207,0.9141522923838442,0.8958173873827331,-0.8958173873827331
0.126,0.035,55.12949789229747,0.9139449778901177,0.895590061868424,-0.895590061868424
0.1265,0.035,55.104382520416706,0.9137367709975234,0.8953617194517255,-0.8953617194517255
0.127,0.035,55.07916511427818,0.9135276704959685,0.8951323590593272,-0.8951323590593272
0.1275,0.035,55.05384560144568,0.9133176751708466,0.894901979616406,-0.894901979616406
0.128,0.035,55.028423909406825,0.9131067838031739,0.8946705800467226,-0.8946705800467226
0.1285,0.035,55.00289996559108,0.9128949951697213,0.8944381592727212,-0.8944381592727212
0.129,0.035,54.9772736973876,0.9126823080431458,0.8942047162156237,-0.8942047162156237
0.1295,0.035,54.951545032162784,0.9124687211921193,0.8939702497955241,-0.8939702497955241
0.13,0.035,54.92571389727745,0.9122542333814547,0.8937347589314784,-0.8937347589314784
0.1305,0.035,54.89978022010392,0.9120388433722307,0.8934982425415949,-0.8934982425415949
0.131,0.035,54.87374392804272,0.9118225499219142,0.8932606995431204,-0.8932606995431204
0.1315,0.035,54.84760494853905,0.9116053517844807,0.893022128852526,-0.893022128852526
0.132,0.035,54.82136320909907,0.9113872477105327,0.8927825293855904,-0.8927825293855904
0.1325,0.035,54.795018637305866,0.9111682364474164,0.8925419000574818,-0.8925419000574818
0.133,0.035,54.76857116083523,0.9109483167393366,0.8923002397828375,-0.8923002397828375
0.1335,0.035,54.74202070747123,0.9107274873274697,0.8920575474758429,-0.8920575474758429
0.134,0.035,54.71536720512141,0.910505746950074,0.891813822050307,-0.891813822050307
0.1345,0.035,54.68861058183204,0.9102830943426006,0.891569062419739,-0.891569062419739
0.135,0.035,54.66175076580284,0.9100595282377998,0.8913232674974206,-0.8913232674974206
0.1355,0.035,54.634787685401754,0.9098350473658278,0.8910764361964789,-0.8910764361964789
0.136,0.035,54.60772126917928,0.9096096504543507,0.8908285674299562,-0.8908285674299562
0.1365,0.035,54.58055144588282,0.9093833362286476,0.8905796601108807,-0.8905796601108807
0.137,0.035,54.55327814447066,0.909156103411712,0.8903297131523329,-0.8903297131523329
0.1375,0.035,54.525901294125845,0.9089279507243505,0.8900787254675128,-0.8900787254675128
0.138,0.035,54.49842082426976,0.9086988768852815,0.8898266959698057,-0.8898266959698057
0.1385,0.035,54.47083666457571,0.9084688806112325,0.8895736235728451,-0.8895736235728451
0.139,0.035,54.44314874498204,0.9082379606170337,0.8893195071905762,-0.8893195071905762
0.1395,0.035,54.4153569957053,0.9080061156157127,0.8890643457373176,-0.8890643457373176
0.14,0.035,54.38746134725317,0.9077733443185866,0.8888081381278212,-0.8888081381278212
0.1405,0.035,54.35946173043707,0.9075396454353525,0.8885508832773327,-0.8885508832773327
0.141,0.035,54.33135807638479,0.9073050176741773,0.8882925801016478,-0.8882925801016478
0.1415,0.035,54.30315031655282,0.9070694597417857,0.8880332275171714,-0.8880332275171714
0.142,0.035,54.274838382738565,0.9068329703435465,0.8877728244409723,-0.8877728244409723
0.1425,0.035,54.246422207092365,0.906595548183559,0.8875113697908392,-0.8875113697908392
0.143,0.035,54.21790172212929,0.9063571919647361,0.8872488624853343,-0.8872488624853343
0.1435,0.035,54.18927686074093,0.9061179003888874,0.8869853014438462,-0.8869853014438462
0.144,0.035,54.16054755620687,0.9058776721568014,0.8867206855866431,-0.8867206855866431
0.1445,0.035,54.13171374220607,0.9056365059683251,0.8864550138349223,-0.8864550138349223
0.145,0.035,54.10277535282807,0.9053944005224436,0.8861882851108621,-0.8861882851108621
0.1455,0.035,54.07373232258404,0.9051513545173573,0.885920498337671,-0.885920498337671
0.146,0.035,54.044584586417756,0.9049073666505599,0.8856516524396355,-0.8856516524396355
0.1465,0.035,54.015332079716245,0.9046624356189126,0.8853817463421683,-0.8853817463421683
0.147,0.035,53.98597473832047,0.9044165601187192,0.8851107789718556,-0.8851107789718556
0.1475,0.035,53.95651249853576,0.9041697388457994,0.884838749256503,-0.884838749256503
0.148,0.035,53.92694529714211,0.9039219704955608,0.8845656561251803,-0.8845656561251803
0.1485,0.035,53.89727307140441,0.9036732537630697,0.884291498508267,-0.884291498508267
0.149,0.035,53.86749575908236,0.9034235873431214,0.8840162753374956,-0.8840162753374956
0.1495,0.035,53.837613298440495,0.9031729699303089,0.8837399855459945,-0.8837399855459945
0.15,0.035,53.80762562825787,0.9029214002190911,0.8834626280683313,-0.8834626280683313
0.1505,0.035,53.77753268783765,0.9026688769038586,0.8831842018405532,-0.8831842018405532
0.151,0.035,53.74733441701666,0.9024153986790007,0.8829047058002291,-0.8829047058002291
0.1515,0.035,53.71703075617472,0.9021609642389693,0.8826241388864898,-0.8826241388864898
0.152,0.035,53.686621646243836,0.9019055722783427,0.8823425000400666,-0.8823425000400666
0.1525,0.035,53.65610702871732,0.9016492214918889,0.8820597882033326,-0.8820597882033326
0.153,0.035,53.625486845658784,0.9013919105746265,0.8817760023203385,-0.8817760023203385
0.1535,0.035,53.594761039710946,0.9011336382218867,0.881491141336852,-0.881491141336852
0.154,0.035,53.56392955410437,0.9008744031293722,0.8812052042003953,-0.8812052042003953
0.1545,0.035,53.53299233266607,0.9006142039932161,0.8809181898602803,-0.8809181898602803
0.155,0.035,53.501949319828,0.9003530395100411,0.8806300972676463,-0.8806300972676463
0.1555,0.035,53.4708004606354,0.9000909083770153,0.8803409253754944,-0.8803409253754944
0.156,0.035,53.43954570075504,0.8998278092919091,0.8800506731387225,-0.8800506731387225
0.1565,0.035,53.408184986483406,0.8995637409531508,0.8797593395141615,-0.8797593395141615
0.157,0.035,53.37671826475465,0.8992987020598804,0.8794669234606062,-0.8794669234606062
0.1575,0.035,53.345145483148556,0.8990326913120041,0.8791734239388509,-0.8791734239388509
0.158,0.035,53.31346658989828,0.8987657074102464,0.8788788399117224,-0.8788788399117224
0.1585,0.035,53.28168153389813,0.8984977490562025,0.8785831703441109,-0.8785831703441109
0.159,0.035,53.249790264711045,0.8982288149523892,0.8782864142030032,-0.8782864142030032
0.1595,0.035,53.21779273257614,0.8979589038022956,0.8779885704575138,-0.8779885704575138
0.16,0.035,53.1856888884161,0.8976880143104327,0.8776896380789159,-0.8776896380789159
0.1605,0.035,53.153478683844405,0.897416145182382,0.8773896160406721,-0.8773896160406721
0.161,0.035,53.121162071172485,0.8971432951248434,0.8770885033184641,-0.8770885033184641
0.1615,0.035,53.08873900341679,0.8968694628456824,0.8767862988902232,-0.8767862988902232
0.162,0.035,53.0562094343059,0.8965946470539777,0.8764830017361589,-0.8764830017361589
0.1625,0.035,53.02357331828717,0.8963188464600655,0.8761786108387875,-0.8761786108387875
0.163,0.035,52.99083061053371,0.8960420597755857,0.8758731251829618,-0.8758731251829618
0.1635,0.035,52.95798126695094,0.8957642857135256,0.8755665437558979,-0.8755665437558979
0.164,0.035,52.92502524418326,0.8954855229882639,0.8752588655472033,-0.8752588655472033
0.1645,0.035,52.891962499620476,0.8952057703156134,0.8749500895489047,-0.8749500895489047
0.165,0.035,52.8587929914043,0.894925026412864,0.874640214755474,-0.874640214755474
0.1655,0.035,52.82551667843456,0.8946432899988227,0.8743292401638554,-0.8743292401638554
0.166,0.035,52.79213352037552,0.8943605597938566,0.8740171647734918,-0.8740171647734918
